,dn,yard,a,n_yard,p
813,2,3,3,10,0.4546379671047168
814,2,3,4,0,0.0
815,2,3,4,1,0.0
816,2,3,4,2,0.0
817,2,3,4,3,0.2698857511274328
818,2,3,4,4,0.029782657037417337
819,2,3,4,5,0.031388231178069326
820,2,3,4,6,0.03279664181707315
821,2,3,4,7,0.03397427531371722
822,2,3,4,8,0.03489222600779668
823,2,3,4,9,0.03552747418038976
824,2,3,4,10,0.5317527433381037
825,2,4,0,0,0.0
826,2,4,0,1,0.0
827,2,4,0,2,0.0
828,2,4,0,3,0.0
829,2,4,0,4,0.2143536125257593
830,2,4,0,5,0.0988519319538379
831,2,4,0,6,0.11544029017956098
832,2,4,0,7,0.12243849188808154
833,2,4,0,8,0.11794116627664797
834,2,4,0,9,0.10318114489128838
835,2,4,0,10,0.22779336228482394
836,2,4,1,0,0.0
837,2,4,1,1,0.0
838,2,4,1,2,0.0
839,2,4,1,3,0.0
840,2,4,1,4,0.33677225875146527
841,2,4,1,5,0.09085780140248001
842,2,4,1,6,0.09519932616934718
843,2,4,1,7,0.09408117294346541
844,2,4,1,8,0.08769379260546994
845,2,4,1,9,0.07709627007827247
846,2,4,1,10,0.21829937804949973
847,2,4,2,0,0.0
848,2,4,2,1,0.0
849,2,4,2,2,0.0
850,2,4,2,3,0.0
851,2,4,2,4,0.2821650309599114
852,2,4,2,5,0.06257931512264059
853,2,4,2,6,0.06746846018157487
854,2,4,2,7,0.07040166194965147
855,2,4,2,8,0.07110111623552046
856,2,4,2,9,0.0694994074357197
857,2,4,2,10,0.3767850081149815
858,2,4,3,0,0.0
859,2,4,3,1,0.0
860,2,4,3,2,0.0
861,2,4,3,3,0.0
862,2,4,3,4,0.2510201516581101
863,2,4,3,5,0.041617586583657884
864,2,4,3,6,0.04486170403058404
865,2,4,3,7,0.04754072488087269
866,2,4,3,8,0.04952744292338801
867,2,4,3,9,0.050724218486819794
868,2,4,3,10,0.5147081714365676
869,2,4,4,0,0.0
870,2,4,4,1,0.0
871,2,4,4,2,0.0
872,2,4,4,3,0.0
873,2,4,4,4,0.2648523989569767
874,2,4,4,5,0.030197729363779735
875,2,4,4,6,0.031931060768508046
876,2,4,4,7,0.033457205542998136
877,2,4,4,8,0.03473779121307835
878,2,4,4,9,0.03573963914879774
879,2,4,4,10,0.5690841750058613
880,2,5,0,0,0.0
881,2,5,0,1,0.0
882,2,5,0,2,0.0
883,2,5,0,3,0.0
884,2,5,0,4,0.0
885,2,5,0,5,0.24049823000513013
886,2,5,0,6,0.10622402193148525
887,2,5,0,7,0.12076109318278239
888,2,5,0,8,0.12427855586329045
889,2,5,0,9,0.11577890281237024
890,2,5,0,10,0.29245919620494154
891,2,5,1,0,0.0
892,2,5,1,1,0.0
893,2,5,1,2,0.0
894,2,5,1,3,0.0
895,2,5,1,4,0.0
896,2,5,1,5,0.341169251939953
897,2,5,1,6,0.09190557898315393
898,2,5,1,7,0.0960126964083492
899,2,5,1,8,0.09451843333410304
900,2,5,1,9,0.08768101357377023
901,2,5,1,10,0.2887130257606706
902,2,5,2,0,0.0
903,2,5,2,1,0.0
904,2,5,2,2,0.0
905,2,5,2,3,0.0
906,2,5,2,4,0.0
907,2,5,2,5,0.2708188475382911
908,2,5,2,6,0.06194306449090048
909,2,5,2,7,0.06724903055003312
910,2,5,2,8,0.07062159238771376
911,2,5,2,9,0.07173749984099798
912,2,5,2,10,0.45762996519206356
913,2,5,3,0,0.0
914,2,5,3,1,0.0
915,2,5,3,2,0.0
916,2,5,3,3,0.0
917,2,5,3,4,0.0
918,2,5,3,5,0.24319172207496653
919,2,5,3,6,0.04175914116741003
920,2,5,3,7,0.04525377537571612
921,2,5,3,8,0.048172092614162
922,2,5,3,9,0.05037004075114809
923,2,5,3,10,0.5712532280165972
924,2,5,4,0,0.0
925,2,5,4,1,0.0
926,2,5,4,2,0.0
927,2,5,4,3,0.0
928,2,5,4,4,0.0
929,2,5,4,5,0.2646365753272526
930,2,5,4,6,0.03138125234733219
931,2,5,4,7,0.033273745704161084
932,2,5,4,8,0.03493049869506776
933,2,5,4,9,0.036305988569937664
934,2,5,4,10,0.5994719393562487
935,2,6,0,0,0.0
936,2,6,0,1,0.0
937,2,6,0,2,0.0
938,2,6,0,3,0.0
939,2,6,0,4,0.0
940,2,6,0,5,0.0
941,2,6,0,6,0.27499255817779183
942,2,6,0,7,0.11503168487160281
943,2,6,0,8,0.12637101414571306
944,2,6,0,9,0.12507532086331918
945,2,6,0,10,0.3585294219415731
946,2,6,1,0,0.0
947,2,6,1,1,0.0
948,2,6,1,2,0.0
949,2,6,1,3,0.0
950,2,6,1,4,0.0
951,2,6,1,5,0.0
952,2,6,1,6,0.3384778416682499
953,2,6,1,7,0.09349328063533335
954,2,6,1,8,0.09784259279227825
955,2,6,1,9,0.0962619173156084
956,2,6,1,10,0.3739243675885301
957,2,6,2,0,0.0
958,2,6,2,1,0.0
959,2,6,2,2,0.0
960,2,6,2,3,0.0
961,2,6,2,4,0.0
962,2,6,2,5,0.0
963,2,6,2,6,0.26215850691731307
964,2,6,2,7,0.06251786159082717
965,2,6,2,8,0.06832996252969142
966,2,6,2,9,0.0721156980203182
967,2,6,2,10,0.5348779709418501
968,2,6,3,0,0.0
969,2,6,3,1,0.0
970,2,6,3,2,0.0
971,2,6,3,3,0.0
972,2,6,3,4,0.0
973,2,6,3,5,0.0
974,2,6,3,6,0.2475127171023707
975,2,6,3,7,0.04363353288092556
976,2,6,3,8,0.04733495997725318
977,2,6,3,9,0.05036955252189412
978,2,6,3,10,0.6111492375175565
979,2,6,4,0,0.0
980,2,6,4,1,0.0
981,2,6,4,2,0.0
982,2,6,4,3,0.0
983,2,6,4,4,0.0
984,2,6,4,5,0.0
985,2,6,4,6,0.27347590088089313
986,2,6,4,7,0.03320767582618078
987,2,6,4,8,0.03520692622225868
988,2,6,4,9,0.036921826568157956
989,2,6,4,10,0.6211876705025094
990,2,7,0,0,0.0
991,2,7,0,1,0.0
992,2,7,0,2,0.0
993,2,7,0,3,0.0
994,2,7,0,4,0.0
995,2,7,0,5,0.0
996,2,7,0,6,0.0
997,2,7,0,7,0.3035849937528129
998,2,7,0,8,0.12313276792782568
999,2,7,0,9,0.13151066164227299
1000,2,7,0,10,0.44177157667708844
1001,2,7,1,0,0.0
1002,2,7,1,1,0.0
1003,2,7,1,2,0.0
1004,2,7,1,3,0.0
1005,2,7,1,4,0.0
1006,2,7,1,5,0.0
1007,2,7,1,6,0.0
1008,2,7,1,7,0.337919623405519
1009,2,7,1,8,0.09680478550180555
1010,2,7,1,9,0.10133036311107291
1011,2,7,1,10,0.46394522798160254
1012,2,7,2,0,0.0
1013,2,7,2,1,0.0
1014,2,7,2,2,0.0
1015,2,7,2,3,0.0
1016,2,7,2,4,0.0
1017,2,7,2,5,0.0
1018,2,7,2,6,0.0
1019,2,7,2,7,0.27658352518257245
1020,2,7,2,8,0.06657178370179262
1021,2,7,2,9,0.07233088258501957
1022,2,7,2,10,0.5845138085306154
1023,2,7,3,0,0.0
1024,2,7,3,1,0.0
1025,2,7,3,2,0.0
1026,2,7,3,3,0.0
1027,2,7,3,4,0.0
1028,2,7,3,5,0.0
1029,2,7,3,6,0.0
1030,2,7,3,7,0.27258862769274256
1031,2,7,3,8,0.04748593334719281
1032,2,7,3,9,0.05108485324271678
1033,2,7,3,10,0.6288405857173478
1034,2,7,4,0,0.0
1035,2,7,4,1,0.0
1036,2,7,4,2,0.0
1037,2,7,4,3,0.0
1038,2,7,4,4,0.0
1039,2,7,4,5,0.0
1040,2,7,4,6,0.0
1041,2,7,4,7,0.289679577751374
1042,2,7,4,8,0.03501564570608012
1043,2,7,4,9,0.03700304789906805
1044,2,7,4,10,0.6383017286434778
1045,2,8,0,0,0.0
1046,2,8,0,1,0.0
1047,2,8,0,2,0.0
1048,2,8,0,3,0.0
1049,2,8,0,4,0.0
1050,2,8,0,5,0.0
1051,2,8,0,6,0.0
1052,2,8,0,7,0.0
1053,2,8,0,8,0.302031247346159
1054,2,8,0,9,0.1274408344541504
1055,2,8,0,10,0.5705279181996906
1056,2,8,1,0,0.0
1057,2,8,1,1,0.0
1058,2,8,1,2,0.0
1059,2,8,1,3,0.0
1060,2,8,1,4,0.0
1061,2,8,1,5,0.0
1062,2,8,1,6,0.0
1063,2,8,1,7,0.0
1064,2,8,1,8,0.35199477475456836
1065,2,8,1,9,0.10239336336226157
1066,2,8,1,10,0.54561186188317
1067,2,8,2,0,0.0
1068,2,8,2,1,0.0
1069,2,8,2,2,0.0
1070,2,8,2,3,0.0
1071,2,8,2,4,0.0
1072,2,8,2,5,0.0
1073,2,8,2,6,0.0
1074,2,8,2,7,0.0
1075,2,8,2,8,0.3233859487326847
1076,2,8,2,9,0.0736063326287642
1077,2,8,2,10,0.6030077186385511
1078,2,8,3,0,0.0
1079,2,8,3,1,0.0
1080,2,8,3,2,0.0
1081,2,8,3,3,0.0
1082,2,8,3,4,0.0
1083,2,8,3,5,0.0
1084,2,8,3,6,0.0
1085,2,8,3,7,0.0
1086,2,8,3,8,0.3095555978818803
1087,2,8,3,9,0.051264865733327614
1088,2,8,3,10,0.6391795363847921
1089,2,8,4,0,0.0
1090,2,8,4,1,0.0
1091,2,8,4,2,0.0
1092,2,8,4,3,0.0
1093,2,8,4,4,0.0
1094,2,8,4,5,0.0
1095,2,8,4,6,0.0
1096,2,8,4,7,0.0
1097,2,8,4,8,0.2995405070958892
1098,2,8,4,9,0.035506421020377266
1099,2,8,4,10,0.6649530718837335
1100,2,9,0,0,0.0
1101,2,9,0,1,0.0
1102,2,9,0,2,0.0
1103,2,9,0,3,0.0
1104,2,9,0,4,0.0
1105,2,9,0,5,0.0
1106,2,9,0,6,0.0
1107,2,9,0,7,0.0
1108,2,9,0,8,0.0
1109,2,9,0,9,0.2453630701424884
1110,2,9,0,10,0.7546369298575116
1111,2,9,1,0,0.0
1112,2,9,1,1,0.0
1113,2,9,1,2,0.0
1114,2,9,1,3,0.0
1115,2,9,1,4,0.0
1116,2,9,1,5,0.0
1117,2,9,1,6,0.0
1118,2,9,1,7,0.0
1119,2,9,1,8,0.0
1120,2,9,1,9,0.3666192841978623
1121,2,9,1,10,0.6333807158021376
1122,2,9,2,0,0.0
1123,2,9,2,1,0.0
1124,2,9,2,2,0.0
1125,2,9,2,3,0.0
1126,2,9,2,4,0.0
1127,2,9,2,5,0.0
1128,2,9,2,6,0.0
1129,2,9,2,7,0.0
1130,2,9,2,8,0.0
1131,2,9,2,9,0.35974257280761635
1132,2,9,2,10,0.6402574271923837
1133,2,9,3,0,0.0
1134,2,9,3,1,0.0
1135,2,9,3,2,0.0
1136,2,9,3,3,0.0
1137,2,9,3,4,0.0
1138,2,9,3,5,0.0
1139,2,9,3,6,0.0
1140,2,9,3,7,0.0
1141,2,9,3,8,0.0
1142,2,9,3,9,0.3182159876088345
1143,2,9,3,10,0.6817840123911655
1144,2,9,4,0,0.0
1145,2,9,4,1,0.0
1146,2,9,4,2,0.0
1147,2,9,4,3,0.0
1148,2,9,4,4,0.0
1149,2,9,4,5,0.0
1150,2,9,4,6,0.0
1151,2,9,4,7,0.0
1152,2,9,4,8,0.0
1153,2,9,4,9,0.2736005622201163
1154,2,9,4,10,0.7263994377798837
1155,2,10,0,0,0.0
1156,2,10,0,1,0.0
1157,2,10,0,2,0.0
1158,2,10,0,3,0.0
1159,2,10,0,4,0.0
1160,2,10,0,5,0.0
1161,2,10,0,6,0.0
1162,2,10,0,7,0.0
1163,2,10,0,8,0.0
1164,2,10,0,9,0.0
1165,2,10,0,10,1.0
1166,2,10,1,0,0.0
1167,2,10,1,1,0.0
1168,2,10,1,2,0.0
1169,2,10,1,3,0.0
1170,2,10,1,4,0.0
1171,2,10,1,5,0.0
1172,2,10,1,6,0.0
1173,2,10,1,7,0.0
1174,2,10,1,8,0.0
1175,2,10,1,9,0.0
1176,2,10,1,10,1.0
1177,2,10,2,0,0.0
1178,2,10,2,1,0.0
1179,2,10,2,2,0.0
1180,2,10,2,3,0.0
1181,2,10,2,4,0.0
1182,2,10,2,5,0.0
1183,2,10,2,6,0.0
1184,2,10,2,7,0.0
1185,2,10,2,8,0.0
1186,2,10,2,9,0.0
1187,2,10,2,10,1.0
1188,2,10,3,0,0.0
1189,2,10,3,1,0.0
1190,2,10,3,2,0.0
1191,2,10,3,3,0.0
1192,2,10,3,4,0.0
1193,2,10,3,5,0.0
1194,2,10,3,6,0.0
1195,2,10,3,7,0.0
1196,2,10,3,8,0.0
1197,2,10,3,9,0.0
1198,2,10,3,10,1.0
1199,2,10,4,0,0.0
1200,2,10,4,1,0.0
1201,2,10,4,2,0.0
1202,2,10,4,3,0.0
1203,2,10,4,4,0.0
1204,2,10,4,5,0.0
1205,2,10,4,6,0.0
1206,2,10,4,7,0.0
1207,2,10,4,8,0.0
1208,2,10,4,9,0.0
1209,2,10,4,10,1.0
1210,3,0,0,0,0.12134549218961424
1211,3,0,0,1,0.062479447247942854
1212,3,0,0,2,0.080784700201847
1213,3,0,0,3,0.09666830779032654
1214,3,0,0,4,0.10705247698580095
1215,3,0,0,5,0.10971461074349748
1216,3,0,0,6,0.10406069760823133
1217,3,0,0,7,0.0913407271845581
1218,3,0,0,8,0.07419943637562643
1219,3,0,0,9,0.055782953054444806
1220,3,0,0,10,0.09657115061811028
1221,3,0,1,0,0.22279906921556294
1222,3,0,1,1,0.07295563835855576
1223,3,0,1,2,0.0828689862361337
1224,3,0,1,3,0.08923911523898337
1225,3,0,1,4,0.09110602694648656
1226,3,0,1,5,0.0881794018707488
1227,3,0,1,6,0.08091253914581442
1228,3,0,1,7,0.07038735106553029
1229,3,0,1,8,0.05805056475195314
1230,3,0,1,9,0.04538962862923723
1231,3,0,1,10,0.09811167854099379
1232,3,0,2,0,0.2341516985463514
1233,3,0,2,1,0.05842063022744451
1234,3,0,2,2,0.0647838546396785
1235,3,0,2,3,0.06945695333058655
1236,3,0,2,4,0.07199658932521485
1237,3,0,2,5,0.07215306726757015
1238,3,0,2,6,0.06991079871264183
1239,3,0,2,7,0.06549086011920524
1240,3,0,2,8,0.05931506234551709
1241,3,0,2,9,0.05193961781547152
1242,3,0,2,10,0.18238086767031836
1243,3,0,3,0,0.24345299140037485
1244,3,0,3,1,0.044244601426722874
1245,3,0,3,2,0.047967494029800606
1246,3,0,3,3,0.05100743092466753
1247,3,0,3,4,0.05320086144683411
1248,3,0,3,5,0.054425459923192476
1249,3,0,3,6,0.054611420412613354
1250,3,0,3,7,0.05374804595932592
1251,3,0,3,8,0.051884767101418094
1252,3,0,3,9,0.0491264547306528
1253,3,0,3,10,0.2963304726443974
1254,3,0,4,0,0.2739782786098814
1255,3,0,4,1,0.03358598252878198
1256,3,0,4,2,0.035436340327681615
1257,3,0,4,3,0.03700492927825222
1258,3,0,4,4,0.038246319197410616
1259,3,0,4,5,0.039123586533025445
1260,3,0,4,6,0.03961013764906107
1261,3,0,4,7,0.03969104763467152
1262,3,0,4,8,0.03936382060522403
1263,3,0,4,9,0.03863851745670688
1264,3,0,4,10,0.38532104017930324
1265,3,1,0,0,0.0
1266,3,1,0,1,0.11633661889259249
1267,3,1,0,2,0.06140646202077012
1268,3,1,0,3,0.08013718864680291
1269,3,1,0,4,0.09663780162271346
1270,3,1,0,5,0.10768298123817804
1271,3,1,0,6,0.11087446846530813
1272,3,1,0,7,0.10548719957736241
1273,3,1,0,8,0.09273690099294052
1274,3,1,0,9,0.0753343197007984
1275,3,1,0,10,0.15336605884253351
1276,3,1,1,0,0.0
1277,3,1,1,1,0.23061659932409004
1278,3,1,1,2,0.07400224163999561
1279,3,1,1,3,0.08352696381560448
1280,3,1,1,4,0.08940784467867974
1281,3,1,1,5,0.09075914135968
1282,3,1,1,6,0.08737166701637089
1283,3,1,1,7,0.07976582948028044
1284,3,1,1,8,0.06906065850915977
1285,3,1,1,9,0.05670418769077401
1286,3,1,1,10,0.13878486648536503
1287,3,1,2,0,0.0
1288,3,1,2,1,0.24280155694834507
1289,3,1,2,2,0.058747917286292
1290,3,1,2,3,0.064756426135897
1291,3,1,2,4,0.06906677854535048
1292,3,1,2,5,0.07127716784198307
1293,3,1,2,6,0.07117477259318672
1294,3,1,2,7,0.06876953994380541
1295,3,1,2,8,0.06429259098610896
1296,3,1,2,9,0.05815960220993954
1297,3,1,2,10,0.23095364750909175
1298,3,1,3,0,0.0
1299,3,1,3,1,0.25107123015614163
1300,3,1,3,2,0.04418922127335173
1301,3,1,3,3,0.04770253474975994
1302,3,1,3,4,0.050539047005746573
1303,3,1,3,5,0.05254995034582116
1304,3,1,3,6,0.05362616287087768
1305,3,1,3,7,0.05370812761629962
1306,3,1,3,8,0.05279127129604344
1307,3,1,3,9,0.05092642650235857
1308,3,1,3,10,0.34289602818359965
1309,3,1,4,0,0.0
1310,3,1,4,1,0.2814132740579217
1311,3,1,4,2,0.03350554439450337
1312,3,1,4,3,0.03525602809816425
1313,3,1,4,4,0.03672698383574324
1314,3,1,4,5,0.037876669079100256
1315,3,1,4,6,0.03867163563566395
1316,3,1,4,7,0.03908834548008755
1317,3,1,4,8,0.0391143282695553
1318,3,1,4,9,0.03874880111981316
1319,3,1,4,10,0.4195983900294472
1320,3,2,0,0,0.0
1321,3,2,0,1,0.0
1322,3,2,0,2,0.11418037339353833
1323,3,2,0,3,0.06128211116378797
1324,3,2,0,4,0.08038646485199183
1325,3,2,0,5,0.09729053300022611
1326,3,2,0,6,0.10864023536632944
1327,3,2,0,7,0.11192847390980365
1328,3,2,0,8,0.10639457948818809
1329,3,2,0,9,0.09331003239107749
1330,3,2,0,10,0.2265871964350571
1331,3,2,1,0,0.0
1332,3,2,1,1,0.0
1333,3,2,1,2,0.23981525782157967
1334,3,2,1,3,0.07517543031824483
1335,3,2,1,4,0.08423857705762067
1336,3,2,1,5,0.08954947546285785
1337,3,2,1,6,0.09030896632239716
1338,3,2,1,7,0.08640010604108028
1339,3,2,1,8,0.07841765954742241
1340,3,2,1,9,0.06751982508712417
1341,3,2,1,10,0.18857470234167295
1342,3,2,2,0,0.0
1343,3,2,2,1,0.0
1344,3,2,2,2,0.25062797433057543
1345,3,2,2,3,0.05899943624209647
1346,3,2,2,4,0.06469502790917664
1347,3,2,2,5,0.06868973124055128
1348,3,2,2,6,0.0706170675445908
1349,3,2,2,7,0.0702949401227484
1350,3,2,2,8,0.06775400553175259
1351,3,2,2,9,0.06323286097598524
1352,3,2,2,10,0.28508895610252316
1353,3,2,3,0,0.0
1354,3,2,3,1,0.0
1355,3,2,3,2,0.2562472717638673
1356,3,2,3,3,0.044097896090391275
1357,3,2,3,4,0.047472003503569005
1358,3,2,3,5,0.05017585432647281
1359,3,2,3,6,0.05207013843225983
1360,3,2,3,7,0.05305409783946402
1361,3,2,3,8,0.05307440351877013
1362,3,2,3,9,0.05212994311320451
1363,3,2,3,10,0.3916783914120011
1364,3,2,4,0,0.0
1365,3,2,4,1,0.0
1366,3,2,4,2,0.2855105821392836
1367,3,2,4,3,0.033569354143401064
1368,3,2,4,4,0.03528281420792573
1369,3,2,4,5,0.03671466314383398
1370,3,2,4,6,0.03782434511766053
1371,3,2,4,7,0.03857966255550588
1372,3,2,4,8,0.03895832745828204
1373,3,2,4,9,0.038949053729157135
1374,3,2,4,10,0.45461119750495005
1375,3,3,0,0,0.0
1376,3,3,0,1,0.0
1377,3,3,0,2,0.0
1378,3,3,0,3,0.11726287926318248
1379,3,3,0,4,0.0630943840625121
1380,3,3,0,5,0.08252813927939678
1381,3,3,0,6,0.09944057009827101
1382,3,3,0,7,0.11037472549649135
1383,3,3,0,8,0.11285417353300653
1384,3,3,0,9,0.10629356792757905
1385,3,3,0,10,0.3081515603395607
1386,3,3,1,0,0.0
1387,3,3,1,1,0.0
1388,3,3,1,2,0.0
1389,3,3,1,3,0.2503831916805329
1390,3,3,1,4,0.07654505166769882
1391,3,3,1,5,0.08509081804269725
1392,3,3,1,6,0.08975655670851962
1393,3,3,1,7,0.0898393529500201
1394,3,3,1,8,0.08532649183315333
1395,3,3,1,9,0.07689865265957685
1396,3,3,1,10,0.24615988445780113
1397,3,3,2,0,0.0
1398,3,3,2,1,0.0
1399,3,3,2,2,0.0
1400,3,3,2,3,0.25587233810693816
1401,3,3,2,4,0.05914844907961081
1402,3,3,2,5,0.06464155265679206
1403,3,3,2,6,0.06843350465758391
1404,3,3,2,7,0.07018002322482725
1405,3,3,2,8,0.06971810425444103
1406,3,3,2,9,0.06709111206848273
1407,3,3,2,10,0.34491491595132406
1408,3,3,3,0,0.0
1409,3,3,3,1,0.0
1410,3,3,3,2,0.0
1411,3,3,3,3,0.25731330805354935
1412,3,3,3,4,0.044034147365359044
1413,3,3,3,5,0.0473838572281291
1414,3,3,3,6,0.0500659158650546
1415,3,3,3,7,0.05194264360811246
1416,3,3,3,8,0.05291460415781041
1417,3,3,3,9,0.05292933112555798
1418,3,3,3,10,0.44341619259642706
1419,3,3,4,0,0.0
1420,3,3,4,1,0.0
1421,3,3,4,2,0.0
1422,3,3,4,3,0.2856486429141412
1423,3,3,4,4,0.0339534568124405
1424,3,3,4,5,0.03571450342629123
1425,3,3,4,6,0.03718254166626778
1426,3,3,4,7,0.03831481583597257
1427,3,3,4,8,0.039077536331468044
1428,3,3,4,9,0.03944755391826832
1429,3,3,4,10,0.49066094909515034
1430,3,4,0,0,0.0
1431,3,4,0,1,0.0
1432,3,4,0,2,0.0
1433,3,4,0,3,0.0
1434,3,4,0,4,0.12995305350675135
1435,3,4,0,5,0.06844126786787558
1436,3,4,0,6,0.08805002637746812
1437,3,4,0,7,0.10414434499092895
1438,3,4,0,8,0.11324831783827827
1439,3,4,0,9,0.11321805331947132
1440,3,4,0,10,0.3829449360992264
1441,3,4,1,0,0.0
1442,3,4,1,1,0.0
1443,3,4,1,2,0.0
1444,3,4,1,3,0.0
1445,3,4,1,4,0.2626811790082253
1446,3,4,1,5,0.07834811108120626
1447,3,4,1,6,0.08633186977548468
1448,3,4,1,7,0.09025221649677445
1449,3,4,1,8,0.08951337251934999
1450,3,4,1,9,0.08422893495600703
1451,3,4,1,10,0.3086443161629523
1452,3,4,2,0,0.0
1453,3,4,2,1,0.0
1454,3,4,2,2,0.0
1455,3,4,2,3,0.0
1456,3,4,2,4,0.2571761172356719
1457,3,4,2,5,0.059331524276497016
1458,3,4,2,6,0.0648048650729528
1459,3,4,2,7,0.06856247618159134
1460,3,4,2,8,0.07026212716097585
1461,3,4,2,9,0.06974476673601104
1462,3,4,2,10,0.41011812333630004
1463,3,4,3,0,0.0
1464,3,4,3,1,0.0
1465,3,4,3,2,0.0
1466,3,4,3,3,0.0
1467,3,4,3,4,0.254270443217786
1468,3,4,3,5,0.04424829725725288
1469,3,4,3,6,0.047722014477037056
1470,3,4,3,7,0.05051434141787525
1471,3,4,3,8,0.05247874563725824
1472,3,4,3,9,0.05350870597344254
1473,3,4,3,10,0.497257452019348
1474,3,4,4,0,0.0
1475,3,4,4,1,0.0
1476,3,4,4,2,0.0
1477,3,4,4,3,0.0
1478,3,4,4,4,0.2824140841248023
1479,3,4,4,5,0.034825494904853926
1480,3,4,4,6,0.03673317837547363
1481,3,4,4,7,0.038321530016393046
1482,3,4,4,8,0.03954117200411805
1483,3,4,4,9,0.040353207669776237
1484,3,4,4,10,0.5278113329045828
1485,3,5,0,0,0.0
1486,3,5,0,1,0.0
1487,3,5,0,2,0.0
1488,3,5,0,3,0.0
1489,3,5,0,4,0.0
1490,3,5,0,5,0.15846202372032758
1491,3,5,0,6,0.07892082968692166
1492,3,5,0,7,0.09799474960497012
1493,3,5,0,8,0.11153835693453867
1494,3,5,0,9,0.11637303852734593
1495,3,5,0,10,0.43671100152589604
1496,3,5,1,0,0.0
1497,3,5,1,1,0.0
1498,3,5,1,2,0.0
1499,3,5,1,3,0.0
1500,3,5,1,4,0.0
1501,3,5,1,5,0.27800403980989896
1502,3,5,1,6,0.08110947797147122
1503,3,5,1,7,0.08845455648259087
1504,3,5,1,8,0.09141889014040405
1505,3,5,1,9,0.089540224759729
1506,3,5,1,10,0.3714728108359059
1507,3,5,2,0,0.0
1508,3,5,2,1,0.0
1509,3,5,2,2,0.0
1510,3,5,2,3,0.0
1511,3,5,2,4,0.0
1512,3,5,2,5,0.25622182615952027
1513,3,5,2,6,0.06011110110006074
1514,3,5,2,7,0.06576226067169988
1515,3,5,2,8,0.06961929603750827
1516,3,5,2,9,0.0713201815636208
1517,3,5,2,10,0.47696533446759004
1518,3,5,3,0,0.0
1519,3,5,3,1,0.0
1520,3,5,3,2,0.0
1521,3,5,3,3,0.0
1522,3,5,3,4,0.0
1523,3,5,3,5,0.25062769325787015
1524,3,5,3,6,0.04523759665151189
1525,3,5,3,7,0.048975062876447484
1526,3,5,3,8,0.05197624163823161
1527,3,5,3,9,0.05407394704627139
1528,3,5,3,10,0.5491094585296674
1529,3,5,4,0,0.0
1530,3,5,4,1,0.0
1531,3,5,4,2,0.0
1532,3,5,4,3,0.0
1533,3,5,4,4,0.0
1534,3,5,4,5,0.2763693577892993
1535,3,5,4,6,0.03605945030207136
1536,3,5,4,7,0.0382111230383822
1537,3,5,4,8,0.040003282964785614
1538,3,5,4,9,0.04137477280293578
1539,3,5,4,10,0.5679820131025257
1540,3,6,0,0,0.0
1541,3,6,0,1,0.0
1542,3,6,0,2,0.0
1543,3,6,0,3,0.0
1544,3,6,0,4,0.0
1545,3,6,0,5,0.0
1546,3,6,0,6,0.20032224816490873
1547,3,6,0,7,0.09252783349194432
1548,3,6,0,8,0.10971066614934277
1549,3,6,0,9,0.1186815278145083
1550,3,6,0,10,0.47875772437929587
1551,3,6,1,0,0.0
1552,3,6,1,1,0.0
1553,3,6,1,2,0.0
1554,3,6,1,3,0.0
1555,3,6,1,4,0.0
1556,3,6,1,5,0.0
1557,3,6,1,6,0.29671749304621586
1558,3,6,1,7,0.08538846552259699
1559,3,6,1,8,0.09199598598485825
1560,3,6,1,9,0.09366586229200707
1561,3,6,1,10,0.4322321931543218
1562,3,6,2,0,0.0
1563,3,6,2,1,0.0
1564,3,6,2,2,0.0
1565,3,6,2,3,0.0
1566,3,6,2,4,0.0
1567,3,6,2,5,0.0
1568,3,6,2,6,0.26045814200091855
1569,3,6,2,7,0.06270325614886807
1570,3,6,2,8,0.06858790877697984
1571,3,6,2,9,0.07242839599282352
1572,3,6,2,10,0.5358222970804101
1573,3,6,3,0,0.0
1574,3,6,3,1,0.0
1575,3,6,3,2,0.0
1576,3,6,3,3,0.0
1577,3,6,3,4,0.0
1578,3,6,3,5,0.0
1579,3,6,3,6,0.2519900375932164
1580,3,6,3,7,0.04745288285850452
1581,3,6,3,8,0.0515144231569763
1582,3,6,3,9,0.05471362921023398
1583,3,6,3,10,0.5943290271810688
1584,3,6,4,0,0.0
1585,3,6,4,1,0.0
1586,3,6,4,2,0.0
1587,3,6,4,3,0.0
1588,3,6,4,4,0.0
1589,3,6,4,5,0.0
1590,3,6,4,6,0.2697521371540952
1591,3,6,4,7,0.037279006987409435
1592,3,6,4,8,0.03971741216998914
1593,3,6,4,9,0.041752012648469394
1594,3,6,4,10,0.6114994310400368
1595,3,7,0,0,0.0
1596,3,7,0,1,0.0
1597,3,7,0,2,0.0
1598,3,7,0,3,0.0
1599,3,7,0,4,0.0
1600,3,7,0,5,0.0
1601,3,7,0,6,0.0
1602,3,7,0,7,0.2267752024802442
1603,3,7,0,8,0.10200100846212501
1604,3,7,0,9,0.1179026334070038
1605,3,7,0,10,0.553321155650627
1606,3,7,1,0,0.0
1607,3,7,1,1,0.0
1608,3,7,1,2,0.0
1609,3,7,1,3,0.0
1610,3,7,1,4,0.0
1611,3,7,1,5,0.0
1612,3,7,1,6,0.0
1613,3,7,1,7,0.3107310775971408
1614,3,7,1,8,0.09074626457138169
